index,Year,Type,Mileage(miles),Engine,PS,Transmission,Fuel,Number_of_Owners,Price(£),href,PPY,MileageRank,PriceRank,PPYRank,Score
276,2019.0,Hatchback,20593.0,1.0L,114.0,Manual,Petrol,1,17000.0,https://www.autotrader.co.uk/car-details/202210130697703?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=28&percentVehiclePriceDeposit=true,2428.5714285714284,377,127,367,871
279,2016.0,Hatchback,96000.0,1.4L,123.27416173570019,Manual,Petrol,3,8895.0,https://www.autotrader.co.uk/car-details/202212082376504?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=29,2223.75,26,408,423,857
281,2014.0,Hatchback,140000.0,1.6L,103.55029585798816,Manual,Diesel,2,5000.0,https://www.autotrader.co.uk/car-details/202212112441123?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=29,2500.0,1,470,330,801
282,2017.0,Hatchback,37000.0,1.4L,148.0,Automatic,Petrol,2,16699.0,https://www.autotrader.co.uk/car-details/202211231931546?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=29,3339.8,260,136,118,514
283,2019.0,Hatchback,24119.0,1.0L,114.39842209072978,Manual,Petrol,1,16850.0,https://www.autotrader.co.uk/car-details/202212222706352?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=29,2407.1428571428573,356,132,370,858
287,2016.0,Hatchback,40009.0,1.6L,114.39842209072978,Manual,Diesel,2,10995.0,https://www.autotrader.co.uk/car-details/202212022216870?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=29,2748.75,237,313,255,805
289,2014.0,Hatchback,61035.0,1.4L,120.31558185404339,Automatic,Petrol,2,10598.0,https://www.autotrader.co.uk/car-details/202211101549437?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=30,5299.0,122,335,21,478
292,2018.0,Hatchback,27739.0,1.4L,123.27416173570019,Automatic,Petrol,1,15690.0,https://www.autotrader.co.uk/car-details/202212022210656?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=30,2615.0,333,151,298,782
295,2015.0,Hatchback,49000.0,1.6L,114.0,Manual,Diesel,2,11495.0,https://www.autotrader.co.uk/car-details/202212202662276?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=30,3831.6666666666665,187,287,70,544
296,2015.0,Hatchback,49168.0,1.0L,93.0,Manual,Petrol,1,10350.0,https://www.autotrader.co.uk/car-details/202208259116870?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=30,3450.0,184,348,106,638
299,2018.0,Hatchback,45800.0,1.4L,123.27416173570019,Automatic,Petrol,2,14110.0,https://www.autotrader.co.uk/car-details/202211302136496?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=31,2351.6666666666665,203,190,389,782
301,2016.0,Hatchback,46000.0,1.0L,93.68836291913215,Manual,Petrol,2,10299.0,https://www.autotrader.co.uk/car-details/202210090556809?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=31,2574.75,201,350,310,861
303,2015.0,Hatchback,30000.0,1.4L,123.0,Automatic,Petrol,2,12495.0,https://www.autotrader.co.uk/car-details/202211221897331?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=31,4165.0,315,236,47,598
304,2019.0,Hatchback,35423.0,1.5L,148.0,Manual,Petrol,1,18800.0,https://www.autotrader.co.uk/car-details/202211141658709?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=31,2685.714285714286,276,85,279,640
305,2015.0,Hatchback,62000.0,1.0L,93.68836291913215,Manual,Petrol,4,9699.0,https://www.autotrader.co.uk/car-details/202208269156336?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=31,3233.0,116,378,135,629
306,2016.0,Hatchback,41000.0,1.4L,123.27416173570019,Manual,Petrol,3,9995.0,https://www.autotrader.co.uk/car-details/202211031328023?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=31,2498.75,228,363,343,934
307,2014.0,Hatchback,49468.0,1.4L,120.31558185404339,Manual,Petrol,2,9050.0,https://www.autotrader.co.uk/car-details/202211081486046?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=32,4525.0,182,399,32,613
308,2022.0,Hatchback,2067.0,1.0L,108.48126232741618,Automatic,Petrol,1,24999.0,https://www.autotrader.co.uk/car-details/202212142526004?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=32,2499.9,464,15,332,811
311,2017.0,Hatchback,32152.0,1.4L,123.0,Automatic,Petrol,1,14600.0,https://www.autotrader.co.uk/car-details/202211231944398?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=32,2920.0,298,181,195,674
313,2015.0,Hatchback,66391.0,1.4L,123.27416173570019,Manual,Petrol,2,10250.0,https://www.autotrader.co.uk/car-details/202211262030646?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=32,3416.6666666666665,97,354,110,561
314,2016.0,Hatchback,62146.0,1.6L,114.39842209072978,Manual,Diesel,2,10294.0,https://www.autotrader.co.uk/car-details/202210261103375?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=32,2573.5,110,352,312,774
315,2018.0,Hatchback,31000.0,1.0L,93.68836291913215,Manual,Petrol,3,12000.0,https://www.autotrader.co.uk/car-details/202212092417437?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=32,2000.0,307,253,454,1014
317,2019.0,Hatchback,94094.0,1.0L,114.0,Manual,Petrol,1,14400.0,https://www.autotrader.co.uk/car-details/202212202647643?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=33,2057.1428571428573,29,186,450,665
319,2018.0,Hatchback,36389.0,1.4L,123.27416173570019,Automatic,Petrol,2,16495.0,https://www.autotrader.co.uk/car-details/202212052275359?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=33,2749.1666666666665,265,140,253,658
320,2018.0,Hatchback,53000.0,1.0L,93.68836291913215,Manual,Petrol,1,10495.0,https://www.autotrader.co.uk/car-details/202212202664957?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=33,1749.1666666666667,162,340,469,971
321,2018.0,Hatchback,55305.0,1.4L,123.0,Manual,Petrol,2,11495.0,https://www.autotrader.co.uk/car-details/202212222705122?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=33,1915.8333333333333,145,286,462,893
324,2019.0,Hatchback,27811.0,1.5L,147.92899408284023,Manual,Petrol,2,22500.0,https://www.autotrader.co.uk/car-details/202211011266620?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=33,3214.285714285714,332,26,138,496
325,2015.0,Hatchback,49000.0,1.2L,84.81262327416174,Manual,Petrol,2,9490.0,https://www.autotrader.co.uk/car-details/202212062316360?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=33,3163.3333333333335,186,386,150,722
331,2018.0,Hatchback,28000.0,1.0L,93.68836291913215,Automatic,Petrol,4,14250.0,https://www.autotrader.co.uk/car-details/202210010309476?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=34&percentVehiclePriceDeposit=true,2375.0,328,189,378,895
332,2018.0,Hatchback,19511.0,1.4L,123.27416173570019,Automatic,Petrol,1,17490.0,https://www.autotrader.co.uk/car-details/202210010312100?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=34&percentVehiclePriceDeposit=true,2915.0,386,120,197,703
333,2017.0,Hatchback,80253.0,1.6L,114.39842209072978,Manual,Diesel,2,11099.0,https://www.autotrader.co.uk/car-details/202212092392995?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=34&percentVehiclePriceDeposit=true,2219.8,46,309,425,780
334,2017.0,Hatchback,17000.0,1.4L,123.27416173570019,Manual,Petrol,1,13594.0,https://www.autotrader.co.uk/car-details/202205135672423?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=34,2718.8,402,203,262,867
339,2016.0,Hatchback,52000.0,1.4L,147.92899408284023,Manual,Petrol,2,14995.0,https://www.autotrader.co.uk/car-details/202212072344051?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=35,3748.75,167,161,78,406
340,2018.0,Hatchback,42000.0,1.4L,123.27416173570019,Automatic,Petrol,1,13999.0,https://www.autotrader.co.uk/car-details/202210180835756?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=35,2333.1666666666665,224,193,395,812
342,2018.0,Hatchback,30500.0,1.4L,123.27416173570019,Automatic,Petrol,3,14974.0,https://www.autotrader.co.uk/car-details/202208198955908?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=35,2495.6666666666665,313,167,347,827
344,2014.0,Hatchback,29154.0,1.4L,121.0,Manual,Petrol,2,12950.0,https://www.autotrader.co.uk/car-details/202210281166489?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=35,6475.0,319,221,1,541
345,2018.0,Hatchback,31679.0,1.4L,123.27416173570019,Manual,Petrol,1,13350.0,https://www.autotrader.co.uk/car-details/202212222706356?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=35,2225.0,304,211,422,937
346,2018.0,Hatchback,37853.0,1.0L,114.39842209072978,Manual,Petrol,2,17295.0,https://www.autotrader.co.uk/car-details/202208269171459?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=35,2882.5,253,122,206,581
347,2015.0,Hatchback,69541.0,1.4L,123.27416173570019,Manual,Petrol,2,9375.0,https://www.autotrader.co.uk/car-details/202210110627264?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,3125.0,85,392,156,633
348,2015.0,Hatchback,74074.0,1.4L,138.06706114398423,Manual,Petrol,2,11495.0,https://www.autotrader.co.uk/car-details/202211181787063?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,3831.6666666666665,62,285,69,416
349,2017.0,Hatchback,39732.0,1.4L,147.92899408284023,Automatic,Petrol,3,14500.0,https://www.autotrader.co.uk/car-details/202209280202858?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,2900.0,245,182,198,625
351,2018.0,Hatchback,27235.0,1.4L,123.27416173570019,Manual,Petrol,2,13490.0,https://www.autotrader.co.uk/car-details/202212062324158?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,2248.3333333333335,335,208,419,962
352,2020.0,Hatchback,10719.0,1.0L,93.68836291913215,Manual,Petrol,1,18699.0,https://www.autotrader.co.uk/car-details/202212082386700?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,2337.375,436,87,393,916
354,2017.0,Hatchback,31632.0,1.0L,93.0,Manual,Petrol,2,11799.0,https://www.autotrader.co.uk/car-details/202210251048953?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,2359.8,305,270,386,961
355,2020.0,Hatchback,10428.0,1.0L,114.39842209072978,Manual,Petrol,1,18989.0,https://www.autotrader.co.uk/car-details/202210140728948?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,2373.625,437,83,381,901
356,2015.0,Hatchback,36694.0,1.4L,147.92899408284023,Manual,Petrol,1,13995.0,https://www.autotrader.co.uk/car-details/202211181790628?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=36,4665.0,263,195,31,489
359,2018.0,Hatchback,86929.0,1.6L,114.39842209072978,Manual,Diesel,1,10094.0,https://www.autotrader.co.uk/car-details/202211121608080?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=37&percentVehiclePriceDeposit=true,1682.3333333333333,40,356,470,866
363,2015.0,Hatchback,50789.0,1.4L,147.92899408284023,Manual,Petrol,2,11620.0,https://www.autotrader.co.uk/car-details/202209019329065?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=37&percentVehiclePriceDeposit=true,3873.3333333333335,177,278,64,519
366,2018.0,Hatchback,25822.0,1.0L,114.0,Manual,Petrol,1,17200.0,https://www.autotrader.co.uk/car-details/202208319297487?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=37&percentVehiclePriceDeposit=true,2866.6666666666665,345,123,212,680
370,2019.0,Hatchback,20600.0,1.0L,114.39842209072978,Manual,Petrol,1,17950.0,https://www.autotrader.co.uk/car-details/202211201840102?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=38&percentVehiclePriceDeposit=true,2564.285714285714,376,110,319,805
371,2017.0,Hatchback,44183.0,1.6L,114.0,Manual,Diesel,2,11390.0,https://www.autotrader.co.uk/car-details/202211211881767?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=38&percentVehiclePriceDeposit=true,2278.0,211,296,407,914
372,2015.0,Hatchback,62000.0,1.6L,103.55029585798816,Manual,Diesel,4,8499.0,https://www.autotrader.co.uk/car-details/202212212696981?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=38&percentVehiclePriceDeposit=true,2833.0,114,422,222,758
373,2016.0,Hatchback,24854.0,1.6L,114.39842209072978,Manual,Diesel,1,14995.0,https://www.autotrader.co.uk/car-details/202212062314759?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=38&percentVehiclePriceDeposit=true,3748.75,353,159,77,589
374,2016.0,Hatchback,32000.0,1.0L,93.68836291913215,Manual,Petrol,2,11490.0,https://www.autotrader.co.uk/car-details/202211201850325?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=38,2872.5,300,289,210,799
376,2022.0,Hatchback,1500.0,1.5L,147.92899408284023,Automatic,Petrol,1,30450.0,https://www.autotrader.co.uk/car-details/202212012180089?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=38&percentVehiclePriceDeposit=true,3045.0,466,0,168,634
379,2014.0,Hatchback,53182.0,1.4L,121.0,Manual,Petrol,1,9950.0,https://www.autotrader.co.uk/car-details/202212152553499?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=39,4975.0,160,373,25,558
382,2019.0,Hatchback,35828.0,1.0L,114.0,Manual,Petrol,1,16300.0,https://www.autotrader.co.uk/car-details/202211101545853?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=39,2328.5714285714284,270,142,397,809
383,2018.0,Hatchback,51024.0,1.4L,123.27416173570019,Manual,Petrol,3,14750.0,https://www.autotrader.co.uk/car-details/202210150756621?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=39,2458.3333333333335,171,175,358,704
384,2015.0,Hatchback,98000.0,1.6L,114.39842209072978,Manual,Diesel,2,7790.0,https://www.autotrader.co.uk/car-details/202212092399364?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=39,2596.6666666666665,21,442,308,771
386,2016.0,Hatchback,61500.0,1.0L,93.68836291913215,Manual,Petrol,2,10000.0,https://www.autotrader.co.uk/car-details/202202242907559?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=39,2500.0,120,358,329,807
388,2015.0,Hatchback,98500.0,1.0L,93.68836291913215,Automatic,Petrol,1,8994.0,https://www.autotrader.co.uk/car-details/202212012178625?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=40,2998.0,19,404,178,601
391,2016.0,Hatchback,56659.0,1.0L,93.0,Manual,Petrol,1,10699.0,https://www.autotrader.co.uk/car-details/202212072355268?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=40,2674.75,133,333,281,747
392,2014.0,Hatchback,90000.0,1.6L,103.55029585798816,Manual,Diesel,2,9395.0,https://www.autotrader.co.uk/car-details/202203223820606?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=40,4697.5,35,390,29,454
393,2016.0,Hatchback,41628.0,1.4L,123.0,Manual,Petrol,2,11200.0,https://www.autotrader.co.uk/car-details/202211231940173?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=40,2800.0,226,304,235,765
394,2018.0,Hatchback,26754.0,1.4L,123.0,Manual,Petrol,2,14900.0,https://www.autotrader.co.uk/car-details/202210060488800?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=40,2483.3333333333335,336,170,351,857
395,2015.0,Hatchback,33000.0,1.4L,123.27416173570019,Automatic,Petrol,2,13250.0,https://www.autotrader.co.uk/car-details/202212072356465?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=40,4416.666666666667,292,213,35,540
398,2018.0,Hatchback,29000.0,1.4L,123.27416173570019,Manual,Petrol,2,14995.0,https://www.autotrader.co.uk/car-details/202210210954942?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=41&percentVehiclePriceDeposit=true,2499.1666666666665,323,160,341,824
